zip,city,metro,median_home_value,fips
16371,Youngsville,"Warren, PA",124005.04765767197,42123
15697,Youngwood,"Pittsburgh, PA",150039.3805632053,42129
38925,Winona,"Starkville, MS",137843.38896602302,28097
49655,Le Roy,nan,193827.55906997065,26133
39464,Ovett,"Laurel, MS",159763.76151104146,28067
23086,King William,"Richmond, VA",339701.85471008386,51101
49249,Jerome,"Hillsdale, MI",285963.1864677538,26059
37134,New Johnsonville,nan,212401.21816625423,47085
11976,Water Mill,"New York-Newark-Jersey City, NY-NJ-PA",4823924.378391194,36103
61748,Hudson,"Bloomington, IL",294425.69614424766,17113
97327,Brownsville,"Albany-Lebanon, OR",435371.2206077887,41043
18834,New Milford,nan,223772.00109222563,42115
24445,Hot Springs,nan,215851.4286109756,51005
53951,North Freedom,"Baraboo, WI",296909.1154680079,55111
14561,Stanley,"Rochester, NY",243442.04534524717,36069
75453,Lone Oak,"Dallas-Fort Worth-Arlington, TX",272153.4220927407,48231
74849,Konawa,"Shawnee, OK",113728.35354706968,40133
36047,Letohatchee,"Montgomery, AL",163954.35555339864,01085
64644,Hamilton,"Kansas City, MO-KS",223603.15473185197,29025
18942,Ottsville,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",590633.837918447,42017
12944,Keeseville,"Plattsburgh, NY",194721.81769247944,36031
13120,Nedrow,"Syracuse, NY",170424.57156031136,36067
52591,Sigourney,nan,137933.93389932928,19107
20689,Sunderland,"Washington-Arlington-Alexandria, DC-VA-MD-WV",564838.0641413833,24009
94129,San Francisco,"San Francisco-Oakland-Berkeley, CA",1525614.1420787598,06075
72722,Decatur,"Fayetteville-Springdale-Rogers, AR",278369.73700751824,05007
37408,Chattanooga,"Chattanooga, TN-GA",413473.3422314586,47065
45064,Somerville,"Cincinnati, OH-KY-IN",271777.4881699101,39017
47342,Gaston,"Muncie, IN",186138.475711412,18035
54498,Withee,nan,207418.46819231976,55019
77830,Anderson,nan,532642.3254443574,48185
30734,Ranger,"Calhoun, GA",309267.61111908517,13129
88346,Ruidoso Downs,"Ruidoso, NM",233773.52355142115,35027
13795,Kirkwood,"Binghamton, NY",171709.988207204,36007
17267,Warfordsburg,nan,261580.0917611769,42057
78152,Saint Hedwig,"San Antonio-New Braunfels, TX",270126.01354971394,48029
10926,Harriman,"Poughkeepsie-Newburgh-Middletown, NY",353120.7310020433,36071
17834,Kulpmont,"Sunbury, PA",99131.358405713,42097
16222,Dayton,"Pittsburgh, PA",165331.1081382398,42005
79562,Tuscola,"Abilene, TX",374402.5903458438,48441
62428,Greenup,"Charleston-Mattoon, IL",143245.97876007666,17035
67449,Herington,nan,95194.61366158735,20041
23920,Brodnax,nan,123282.14186366128,51025
52324,Palo,"Cedar Rapids, IA",335481.8471727059,19113
13030,Bridgeport,"Syracuse, NY",241837.64364430725,36053
24256,Birchleaf,nan,99338.93066322402,51051
16116,Edinburg,"New Castle, PA",174205.77824959074,42073
98568,Oakville,"Aberdeen, WA",363451.12564193906,53027
93516,Boron,"Bakersfield, CA",161668.8197481448,06029
55705,Aurora,"Duluth, MN-WI",146299.70277350364,
4076,Shapleigh,"Portland-South Portland, ME",393469.1833617301,23031
14712,Bemus Point,"Jamestown-Dunkirk-Fredonia, NY",319810.6768362166,36013
26386,Lumberport,"Clarksburg, WV",86986.0634288108,54033
31012,Chester,nan,142457.68960488815,13091
24637,Cedar Bluff,"Bluefield, WV-VA",189520.4386481446,51185
4040,Harrison,"Portland-South Portland, ME",388838.1994950764,23005
72738,Hindsville,"Fayetteville-Springdale-Rogers, AR",346664.31618476665,05087
12577,Salisbury Mills,"Poughkeepsie-Newburgh-Middletown, NY",534422.5734359628,36071
16143,Pulaski,"New Castle, PA",200381.79183745012,42073
97112,Cloverdale,nan,454651.03046280704,41057
16434,Spartansburg,"Meadville, PA",169907.44287150167,42039
49905,Atlantic Mine,"Houghton, MI",195233.9525972637,26061
61726,Chenoa,"Pontiac, IL",160772.5812467934,17105
3581,Gorham,"Berlin, NH",254601.97076756283,33007
46031,Atlanta,"Indianapolis-Carmel-Anderson, IN",312949.90521374234,18057
3753,Grantham,"Lebanon, NH-VT",484476.6989033024,33019
76648,Hubbard,"Corsicana, TX",204000.14588982705,48217
56542,Fosston,"Grand Forks, ND-MN",208917.205741632,27119
45845,Fort Loramie,"Sidney, OH",321089.2939877792,39149
44643,Magnolia,"Canton-Massillon, OH",223664.2620997046,39019
76570,Rosebud,"Waco, TX",140778.04378634124,48145
44880,Sullivan,"Ashland, OH",276050.27421464847,39005
12413,Cairo,nan,282024.26250530704,36039
55001,Afton,"Minneapolis-St. Paul-Bloomington, MN-WI",684390.5068635071,27163
34773,Saint Cloud,"Orlando-Kissimmee-Sanford, FL",377191.205361316,12097
31076,Reynolds,nan,134650.29009496144,13269
41093,Flemingsburg,nan,153535.73847562892,21069
52033,Cascade,"Dubuque, IA",276320.15865982865,19061
53598,Windsor,"Madison, WI",483055.6811460489,55025
61753,Lexington,"Bloomington, IL",222650.1213344375,17113
15360,Scenery Hill,"Pittsburgh, PA",249454.79888062223,42125
43107,Bremen,"Columbus, OH",276198.03478221997,39045
4463,Milo,nan,140496.23855886536,23021
50072,Earlham,"Des Moines-West Des Moines, IA",349989.99407113,19049
73449,Mead,"Durant, OK",255879.97637939831,40013
62890,Thompsonville,"Carbondale-Marion, IL",154721.21739250026,17055
13658,Lisbon,"Ogdensburg-Massena, NY",157870.32100127212,
75974,Tenaha,nan,222851.25234873543,48419
30170,nan,"Atlanta-Sandy Springs-Alpharetta, GA",308342.36179768824,13045
44401,Berlin Center,"Youngstown-Warren-Boardman, OH-PA",278914.80207975005,39099
14880,Scio,nan,130375.93578075066,36003
24963,Peterstown,nan,183237.22885321712,54063
14755,Little Valley,"Olean, NY",165724.851176466,36009
43557,Stryker,nan,189864.3271338084,39171
54889,Turtle Lake,nan,297878.6227328023,55005
68748,Madison,"Norfolk, NE",203595.29637447064,31119
56096,Waterville,"Minneapolis-St. Paul-Bloomington, MN-WI",307174.0887829782,27079
98339,Port Hadlock,nan,446197.06091825786,53031
74363,nan,"Miami, OK",169757.5870948499,40115
71640,Eudora,nan,55938.80317068068,05017
97358,Lyons,"Salem, OR",484014.32863175747,41047
36560,Mount Vernon,"Mobile, AL",96096.51166266356,01097
62858,Louisville,nan,118611.52427755708,17025
77420,Boling,"El Campo, TX",217875.31585531015,48481
5033,Bradford,"Lebanon, NH-VT",289327.2882942737,50017
89021,Logandale,"Las Vegas-Henderson-Paradise, NV",501551.328354789,32003
4256,Mechanic Falls,"Lewiston-Auburn, ME",288099.6740446305,23001
50423,Britt,nan,150865.68112735893,19081
15052,Industry,"Pittsburgh, PA",178003.20270666367,42007
61326,Granville,"Ottawa, IL",166646.7464425316,17155
50421,Belmond,nan,139955.17439488333,19197
59037,Huntley,"Billings, MT",467459.6021599728,30111
93553,Pearblossom,"Los Angeles-Long Beach-Anaheim, CA",417185.3308905528,06037
12546,Millerton,"Poughkeepsie-Newburgh-Middletown, NY",445583.1233959901,36027
57030,nan,"Sioux Falls, SD",377460.7315666992,46099
25442,Shenandoah Junction,"Washington-Arlington-Alexandria, DC-VA-MD-WV",484619.55654741987,54037
43758,Malta,nan,145930.20435179185,39115
29055,Great Falls,"Charlotte-Concord-Gastonia, NC-SC",131942.22890065852,45023
64011,Bates City,"Kansas City, MO-KS",352833.8076172077,29107
32320,Apalachicola,nan,274408.6508175588,12037
37727,Del Rio,"Newport, TN",251119.51760071117,47029
15545,Hyndman,"Somerset, PA",143141.36405431444,42009
6232,Andover,"Hartford-East Hartford-Middletown, CT",393426.4482934417,
54028,Woodville,"Minneapolis-St. Paul-Bloomington, MN-WI",325683.53680506675,
2831,Scituate,"Providence-Warwick, RI-MA",556287.8092265808,44007
62548,Mount Pulaski,"Lincoln, IL",149344.33803315982,17107
88415,Clayton,nan,101596.69491329668,35059
54177,Wausaukee,"Marinette, WI-MI",215440.66697854945,55075
79226,Clarendon,"Amarillo, TX",113569.44860265696,48129
71222,Bernice,"Monroe, LA",98940.1850266904,22111
18372,Tannersville,"East Stroudsburg, PA",323587.9574198519,42089
62501,Oreana,"Decatur, IL",183224.50628543968,17115
4456,Levant,"Bangor, ME",311941.8980161241,23019
38601,Abbeville,"Oxford, MS",237028.71232850803,28071
55012,Center City,"Minneapolis-St. Paul-Bloomington, MN-WI",377725.8885662952,27025
43917,Dillonvale,"Weirton-Steubenville, WV-OH",83165.80557529512,39081
54745,Holcombe,"Eau Claire, WI",311175.93617381365,55017
30171,nan,"Atlanta-Sandy Springs-Alpharetta, GA",366775.0144833541,13015
43358,West Mansfield,"Columbus, OH",256582.78744194587,39159
53929,Elroy,nan,215126.96173155043,55057
65674,Humansville,"Springfield, MO",222350.77412713357,29167
52253,Lisbon,"Cedar Rapids, IA",293552.76662923774,19113
42050,Hickman,nan,67652.57877125683,21075
36279,nan,"Anniston-Oxford, AL",188736.12854022556,01015
36925,York,nan,47733.304219292426,01119
98813,Bridgeport,"Wenatchee, WA",224954.43711178863,53017
50601,Ackley,"Waterloo-Cedar Falls, IA",134112.92642086468,19083
18709,Luzerne,"Scranton--Wilkes-Barre, PA",166820.2987096122,42079
72644,Lead Hill,"Harrison, AR",180437.6244725469,05009
17309,Brogue,"York-Hanover, PA",333362.06842823507,42133
1360,Northfield,"Springfield, MA",355565.2561918783,25011
61842,Farmer City,"Bloomington, IL",164516.25574622967,
72348,nan,"Memphis, TN-MS-AR",153659.61908642246,05035
68620,Albion,nan,298952.2824643753,31011
13143,Red Creek,"Rochester, NY",174753.84824126272,36117
28033,Crouse,"Charlotte-Concord-Gastonia, NC-SC",288057.57505461574,37109
31303,Springfield,"Savannah, GA",318658.8621540155,13103
95536,Ferndale,"Eureka-Arcata, CA",498539.2696925231,06023
56220,Canby,nan,171879.7239664039,27173
92382,Running Springs,"Riverside-San Bernardino-Ontario, CA",345707.9532892821,06071
30293,Woodbury,"Atlanta-Sandy Springs-Alpharetta, GA",181978.48784858987,13199
5655,Hyde Park,nan,367955.321948668,50015
67039,Douglass,"Wichita, KS",234655.9821380591,20015
50140,Lamoni,nan,147387.70948992073,19053
15672,New Stanton,"Pittsburgh, PA",229063.6247237759,42129
34753,nan,"Orlando-Kissimmee-Sanford, FL",318733.26736782957,12069
28689,Union Grove,"Charlotte-Concord-Gastonia, NC-SC",331198.59722828824,37097
57274,Webster,nan,218367.22458526064,46037
15563,Stoystown,"Somerset, PA",167167.61829716267,42111
27581,Oxford,"Durham-Chapel Hill, NC",312432.58778708737,37077
21661,Rock Hall,nan,351097.8797121546,24029
71933,Bonnerdale,"Hot Springs, AR",234257.1462498821,05051
79041,Hale Center,"Plainview, TX",99348.38296950952,48189
29107,nan,"Orangeburg, SC",116876.43183406314,45075
60424,nan,"Chicago-Naperville-Elgin, IL-IN-WI",231472.5559767283,17063
41141,Garrison,"Huntington-Ashland, WV-KY-OH",106948.5542038342,21135
21757,Keymar,"Washington-Arlington-Alexandria, DC-VA-MD-WV",445532.6537285072,24021
40142,Guston,"Elizabethtown-Fort Knox, KY",264979.4666534784,21163
61038,Garden Prairie,"Rockford, IL",311902.1332732096,17007
44840,Jeromesville,"Ashland, OH",273328.54283954034,39005
76943,Ozona,"Del Rio, TX",82079.77131059529,48105
21822,Allen,"Salisbury, MD-DE",312360.53939693095,24045
31002,Adrian,"Dublin, GA",129276.51241301293,13107
52637,Mediapolis,"Burlington, IA-IL",198581.99200383955,19057
16327,Guys Mills,"Meadville, PA",191274.00066600824,42039
38357,Michie,nan,181298.39161641753,47109
96143,Kings Beach,"Sacramento-Roseville-Folsom, CA",740669.2791356804,06061
4953,Newport,"Bangor, ME",251013.07993368048,23019
68023,Fort Calhoun,"Omaha-Council Bluffs, NE-IA",520533.9738420696,31177
18325,Canadensis,"East Stroudsburg, PA",314497.35219102673,42089
4427,Corinth,"Bangor, ME",252776.2577678594,23019
47384,Shirley,"New Castle, IN",217570.8709542128,18065
21919,Earleville,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",366270.35063294094,24015
67546,Inman,"McPherson, KS",247376.63863794497,20113
61020,Davis Junction,"Rochelle, IL",264446.25321788667,17141
61024,Durand,"Rockford, IL",212959.38555191513,17201
52214,Central City,"Cedar Rapids, IA",275932.8634700266,19113
21155,Upperco,"Baltimore-Columbia-Towson, MD",523193.933389517,24005
41635,Harold,nan,95663.00507090514,21071
38321,Cedar Grove,nan,191395.47051166897,47077
63869,nan,nan,109156.15038846282,29143
99824,Juneau,"Juneau, AK",346188.13521405455,
62016,Carrollton,nan,142475.03255545252,17061
49639,Hersey,"Big Rapids, MI",189993.4636834757,26133
28573,Pollocksville,"New Bern, NC",130033.2293592746,37103
30258,Molena,"Atlanta-Sandy Springs-Alpharetta, GA",300245.6459017692,13231
47264,Brownstown,"Seymour, IN",239728.47501255953,18071
56361,nan,"Fergus Falls, MN",256788.2028113246,27111
23917,Boydton,nan,228495.3745180951,51117
59759,Whitehall,"Helena, MT",439524.1471943197,30043
22952,Lyndhurst,"Staunton, VA",323988.9549871068,51015
53573,Muscoda,"Platteville, WI",218092.93071275632,55043
24553,Gladstone,"Charlottesville, VA",221608.0610002055,51125
73082,Rush Springs,"Oklahoma City, OK",159138.1848455821,40051
84761,Parowan,"Cedar City, UT",390731.74713610735,49021
22735,Reva,"Washington-Arlington-Alexandria, DC-VA-MD-WV",444696.7775428134,51047
98240,Custer,"Bellingham, WA",636423.8591287237,53073
12138,Petersburg,"Albany-Schenectady-Troy, NY",249033.87482232897,36083
61537,Henry,"Peoria, IL",112230.84841221278,17123
16844,Julian,"State College, PA",277046.78034489264,42027
62922,Creal Springs,"Carbondale-Marion, IL",189810.1175769126,17199
53049,Malone,"Fond du Lac, WI",352732.44402901875,55039
26541,Cassville,"Morgantown, WV",209481.37961313743,54061
84320,Lewiston,"Logan, UT-ID",458976.1960021195,49005
46938,Jonesboro,"Marion, IN",148275.79457153686,18053
45858,McComb,"Findlay, OH",199800.8788763699,39063
79501,Anson,"Abilene, TX",128737.27207007416,48253
12981,Saranac,"Plattsburgh, NY",179624.61074705262,36019
71675,Wilmar,nan,132242.817088091,05043
28582,Stella,"Jacksonville, NC",370582.188432537,37133
23308,Bloxom,nan,179408.93306622814,51001
35579,Oakman,"Jasper, AL",100290.6619964947,01127
62084,Roxana,"St. Louis, MO-IL",105869.44039802343,17119
80720,Akron,nan,242146.86588459797,08121
84325,Mendon,"Logan, UT-ID",649804.5303639855,49005
5032,Bethel,"Lebanon, NH-VT",354088.00640245125,50027
45742,Little Hocking,"Marietta, OH",192098.6412205707,39167
43787,Malta,"Marietta, OH",135364.20428596064,39115
38015,Gilt Edge,"Memphis, TN-MS-AR",222135.6353593256,47167
95428,Covelo,"Ukiah, CA",246210.05659704545,06045
54499,Elderon,"Wausau-Weston, WI",250406.40871034891,55073
20117,Middleburg,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1145291.8692426754,51107
43569,Weston,"Toledo, OH",161757.56321098973,39173
21562,Westernport,"Cumberland, MD-WV",80853.49324522809,24001
96137,Westwood,"Susanville, CA",422675.2103723286,06063
44818,Bloomville,"Tiffin, OH",177063.64087267886,39147
97469,Riddle,"Roseburg, OR",271884.8016248031,41019
70052,Gramercy,"New Orleans-Metairie, LA",192371.85237992904,
98134,Seattle,"Seattle-Tacoma-Bellevue, WA",433195.3568188383,53033
68718,nan,nan,144182.86622991608,31107
54616,Blair,nan,231946.9846737556,55121
70655,Oberlin,nan,103821.3575322848,22003
65259,Huntsville,"Moberly, MO",203738.9814978947,29175
12547,Milton,"Kingston, NY",454985.5122888968,36111
65281,Salisbury,nan,176413.45261605052,29041
48759,Sebewaing,nan,132970.1065898327,26063
67467,Minneapolis,"Salina, KS",153103.40569769047,20143
35446,Buhl,"Tuscaloosa, AL",174460.48638469033,01125
50124,Huxley,"Ames, IA",332607.36064797034,19169
64658,Marceline,nan,128281.81400190064,29041
56547,Glyndon,"Fargo, ND-MN",342558.1876961334,27027
31637,Tifton,"Moultrie, GA",147071.68603606705,13019
60476,Thornton,"Chicago-Naperville-Elgin, IL-IN-WI",169786.6131376782,17031
74085,Yale,"Stillwater, OK",150358.746493515,40119
17040,Landisburg,"Harrisburg-Carlisle, PA",286212.2576064574,42099
25003,Alum Creek,"Charleston, WV",134153.82976928816,54039
21917,Colora,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",394091.9434703732,24015
38915,Bruce,nan,127521.2353731576,28013
56484,Walker,"Brainerd, MN",341374.71900364256,27021
95333,Le Grand,"Merced, CA",335733.88914072723,06047
29584,Chesterfield,nan,125172.41488938958,45025
87522,Santa Cruz,"Espa-¦ola, NM",302052.54479741753,35039
55940,Hayfield,"Rochester, MN",304649.28747326176,27039
61756,Maroa,"Decatur, IL",147386.43592869377,17115
72556,Melbourne,nan,170552.18836579038,05065
19043,Holmes,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",307734.2279242287,42045
63624,Bismarck,"Farmington, MO",121568.30921066046,
71770,Waldo,"Magnolia, AR",89096.78351974372,05027
72444,Maynard,"Poplar Bluff, MO",138587.0946610432,05121
58421,Carrington,nan,191039.09385227124,38031
51546,Logan,"Omaha-Council Bluffs, NE-IA",248033.88065893188,19085
76071,Newark,"Dallas-Fort Worth-Arlington, TX",295078.6358221721,48497
85534,Duncan,"Safford, AZ",182233.98668605695,04011
7933,Gillette,"New York-Newark-Jersey City, NY-NJ-PA",740424.0046772618,34027
15437,Farmington,"Pittsburgh, PA",216871.46491125043,42051
60146,Kirkland,"Chicago-Naperville-Elgin, IL-IN-WI",269875.2595255794,17037
46536,Lakeville,"South Bend-Mishawaka, IN-MI",272145.9848563209,
29080,Lynchburg,"Sumter, SC",129755.5922161389,45085
39335,Lauderdale,"Meridian, MS",143406.7955999342,28075
84340,Willard,"Ogden-Clearfield, UT",577712.9720666184,49003
72167,Traskwood,"Little Rock-North Little Rock-Conway, AR",185661.57450111312,05125
6089,Simsbury,"Hartford-East Hartford-Middletown, CT",459050.4379002002,
55707,Barnum,"Duluth, MN-WI",281152.5801175902,27017
36742,nan,"Tuscaloosa, AL",186208.3475906584,01091
50228,Prairie City,"Des Moines-West Des Moines, IA",253493.45763573665,19099
96731,Kahuku,"Urban Honolulu, HI",1041787.0992744107,15003
55971,Rushford Village,"Rochester, MN",263865.1096512579,27045
28423,Bolton,nan,164159.19878576676,37047
79042,Happy,"Amarillo, TX",170492.88829979466,48069
39039,Benton,"Jackson, MS",170877.23223097334,28163
85173,Superior,"Phoenix-Mesa-Chandler, AZ",190442.27735189092,04021
40370,Sadieville,"Lexington-Fayette, KY",312118.1060360624,21209
29038,Cope,"Orangeburg, SC",154747.87356704698,45075
73762,Okarche,"Oklahoma City, OK",275363.6684567057,40017
66748,Humboldt,nan,112920.8423418026,20001
57028,Flandreau,nan,212792.64456528917,46101
49403,Conklin,"Grand Rapids-Kentwood, MI",358905.6153866933,26139
13092,Locke,"Auburn, NY",224727.7768207126,36011
24162,Shawsville,"Blacksburg-Christiansburg, VA",230291.19999266113,51121
97042,Mulino,"Portland-Vancouver-Hillsboro, OR-WA",682940.1629965121,41005
42757,Magnolia,"Elizabethtown-Fort Knox, KY",198417.13440740132,21099
83522,Cottonwood,nan,334772.24467143253,16049
65349,Slater,"Marshall, MO",133648.03759352278,29195
54947,Larsen,"Oshkosh-Neenah, WI",333468.36253285344,55139
95328,Keyes,"Modesto, CA",421691.1219263936,06099
46532,Hamlet,"Michigan City-La Porte, IN",194622.66414546623,18149
74729,Caddo,"Durant, OK",222050.0037185431,40013
83334,Hansen,"Twin Falls, ID",349605.08566013986,16083
50849,Greenfield,nan,163824.12482121462,19001
23872,McKenney,"Richmond, VA",256379.0427142569,51053
25130,Madison,"Charleston, WV",117535.20006497616,54005
49402,nan,"Ludington, MI",194056.12697751384,26085
10984,Thiells,"New York-Newark-Jersey City, NY-NJ-PA",724125.3984842174,36087
27009,Belews Creek,"Winston-Salem, NC",309221.23039150005,37067
72944,Mansfield,"Fort Smith, AR-OK",166528.78099691842,05131
54009,Dresser,nan,332016.2288489616,55095
37145,Pleasant Shade,"Nashville-Davidson--Murfreesboro--Franklin, TN",241869.7464601233,47159
20860,Sandy Spring,"Washington-Arlington-Alexandria, DC-VA-MD-WV",799553.3548992416,24031
66402,Auburn,"Topeka, KS",265752.94490309776,20177
54446,Loyal,nan,192702.96775018083,55019
14812,Beaver Dams,"Corning, NY",161006.4262980991,36097
14757,Mayville,"Jamestown-Dunkirk-Fredonia, NY",233239.80170097816,36013
70071,Lutcher,"New Orleans-Metairie, LA",157249.28474668044,
72126,Perryville,"Little Rock-North Little Rock-Conway, AR",162955.79534067842,05105
88041,Hanover,"Silver City, NM",156679.47227096432,35017
35463,Fosters,"Tuscaloosa, AL",178133.24215854987,01125
75433,Cumby,"Sulphur Springs, TX",293514.1662442763,48223
60520,Hinckley,"Chicago-Naperville-Elgin, IL-IN-WI",321764.63528465066,17037
71762,Smackover,"El Dorado, AR",105620.12038569665,05139
46742,Hamilton,"Angola, IN",340884.3996424933,18151
47359,Montpelier,"Bluffton, IN",134338.4204728063,18009
62442,Martinsville,nan,109247.27308367088,17023
49254,Michigan Center,"Jackson, MI",193818.4375327424,26075
47868,Poland,"Bloomington, IN",190094.55321134115,18119
36009,Brantley,nan,138744.3571443038,01041
44637,Killbuck,"Coshocton, OH",221391.07285122512,39075
74119,Tulsa,"Tulsa, OK",170581.2419664738,40143
30575,Gainesville,"Gainesville, GA",352137.35239853134,13139
89085,North Las Vegas,"Las Vegas-Henderson-Paradise, NV",503807.0630922944,32003
48755,Bay Port,nan,234287.44552397353,26063
71341,Hessmer,nan,141637.92722414364,22009
95442,Glen Ellen,"Santa Rosa-Petaluma, CA",1173536.7003334912,06097
88312,Alto,"Ruidoso, NM",565094.0214954583,35027
47341,Fountain City,"Richmond, IN",213123.31199429755,18177
29593,Society Hill,"Florence, SC",95711.95894775384,45025
18405,Beach Lake,"New York-Newark-Jersey City, NY-NJ-PA",290344.68936167477,42127
12581,Stanfordville,"Poughkeepsie-Newburgh-Middletown, NY",533397.2465134953,36027
44451,North Jackson,"Youngstown-Warren-Boardman, OH-PA",269598.546267609,39099
16342,Polk,"Oil City, PA",141049.77103991035,42121
35671,nan,"Huntsville, AL",278231.2165673558,01083
62640,Girard,"St. Louis, MO-IL",145941.4859775143,17117
52356,Wellman,"Iowa City, IA",234257.10000220672,19183
72858,Pottsville,"Russellville, AR",214176.61233173325,05115
56159,Mountain Lake,nan,150711.92245515066,27033
15845,Johnsonburg,"St. Marys, PA",72204.77265222663,42047
42266,Pembroke,"Clarksville, TN-KY",270375.50297454785,21047
61723,Atlanta,"Lincoln, IL",159521.40296579272,17107
76665,Meridian,nan,256550.44237235293,48035
54141,Little Suamico,"Green Bay, WI",376910.7113766652,55083
74445,Morris,"Tulsa, OK",185209.92428945648,40111
13044,nan,"Syracuse, NY",233584.3262066325,36075
41039,nan,nan,173772.03603826548,21069
53515,Black Earth,"Madison, WI",416048.0446850992,55025
74871,Stonewall,"Ada, OK",202257.15675232577,40123
51039,Moville,"Sioux City, IA-NE-SD",258943.27139543663,19193
49449,Pentwater,"Ludington, MI",363146.46514259296,26127
28526,Dover,"New Bern, NC",135009.59752019707,37049
37882,Townsend,"Knoxville, TN",380695.1366440228,47009
97019,Corbett,"Portland-Vancouver-Hillsboro, OR-WA",629220.2593074708,41051
59011,Big Timber,nan,429255.9281548744,30097
77664,Warren,nan,191449.1583507842,48457
67637,Ellis,"Hays, KS",162699.8128117082,20051
36523,Coden,"Mobile, AL",147521.37205243125,01097
8243,Sea Isle City,"Ocean City, NJ",1449351.6455456463,34009
48819,Dansville,"Lansing-East Lansing, MI",267025.9207404966,26065
49916,Chassell,"Houghton, MI",252521.82050032075,26061
56762,Warren,"Grand Forks, ND-MN",184770.0999315256,27089
45814,Arlington,"Findlay, OH",226888.93576523033,39063
39146,Lexington,"Jackson, MS",108887.06863455354,28051
21874,Willards,"Salisbury, MD-DE",283669.5445166313,24045
55027,nan,"Red Wing, MN",367186.3622673042,27049
3781,Plainfield,"Lebanon, NH-VT",513400.5976927132,33019
72847,London,"Russellville, AR",196984.47362781537,05115
93242,Laton,"Fresno, CA",368341.8382297664,06019
54968,Princeton,nan,230870.67272699927,55047
62544,Macon,"Decatur, IL",140855.38818416375,17115
49713,Boyne Falls,nan,318242.970372059,26029
97017,Colton,"Portland-Vancouver-Hillsboro, OR-WA",633855.0220847721,41005
1922,Newbury,"Boston-Cambridge-Newton, MA-NH",842269.0081018107,25009
39750,Maben,"Starkville, MS",178622.02560754734,28105
32096,White Springs,"Lake City, FL",207060.8233552263,12047
49617,Beulah,"Traverse City, MI",402250.1779409822,26019
23888,Wakefield,"Richmond, VA",199961.02245407124,51183
98601,Yacolt,"Portland-Vancouver-Hillsboro, OR-WA",675788.4557627467,53011
48414,Bancroft,"Lansing-East Lansing, MI",202938.4102368562,26155
12449,Lake Katrine,"Kingston, NY",342297.9014775406,36111
31738,Coolidge,"Thomasville, GA",182931.55172707103,13275
41003,Berry,"Cincinnati, OH-KY-IN",204543.02903388476,21097
42404,Clay,nan,126363.643706122,21233
45744,Lowell,"Marietta, OH",149023.65205645424,39167
75770,nan,"Athens, TX",353845.3656602586,48213
46051,Lapel,"Indianapolis-Carmel-Anderson, IN",214277.73223737208,18095
77564,nan,"Houston-The Woodlands-Sugar Land, TX",210727.20249617423,48291
48159,Maybee,"Monroe, MI",271672.7223743007,26115
16748,Shinglehouse,"Bradford, PA",110845.2921065195,42105
43516,Deshler,"Toledo, OH",171208.33692186253,39069
58474,Oakes,nan,171250.46191302358,38021
65770,Walnut Grove,"Springfield, MO",294932.86736268044,29077
41063,Morning View,"Cincinnati, OH-KY-IN",282884.90506200935,21117
2646,Harwich Port,"Barnstable Town, MA",1049491.490441,25001
37180,Shelbyville,"Shelbyville, TN",358768.6842759841,47003
28670,Ronda,"North Wilkesboro, NC",199554.2424601433,37193
12514,Clinton Corners,"Poughkeepsie-Newburgh-Middletown, NY",581805.8344582743,36027
83850,Pinehurst,nan,298096.2472201485,16079
4355,Readfield,"Augusta-Waterville, ME",328501.87412248144,23011
12074,Galway,"Albany-Schenectady-Troy, NY",321340.5505325766,36091
28618,Deep Gap,"Boone, NC",378751.91934788955,37189
16877,Warriors Mark,"State College, PA",310235.6216294818,42027
82331,Saratoga,nan,285661.4379657094,56007
53941,nan,"Baraboo, WI",340281.53374622966,55111
55334,Gaylord,"Mankato, MN",243767.70040709336,27143
62888,Tamaroa,nan,112077.34777907206,17145
37352,Lynchburg,"Tullahoma-Manchester, TN",337996.00096575555,47127
50579,Rockwell City,nan,135509.4358972155,19025
28159,Spencer,"Charlotte-Concord-Gastonia, NC-SC",197389.51891023395,37159
64469,Maysville,"St. Joseph, MO-KS",202806.86647514452,29063
37375,Sewanee,"Tullahoma-Manchester, TN",393269.5766223504,47051
46770,Markle,"Bluffton, IN",262899.89292934205,18179
26351,Glenville,nan,114860.64915904972,54021
16120,Enon Valley,"New Castle, PA",216381.99406159009,42073
49683,Thompsonville,"Traverse City, MI",294198.59208806034,26019
27053,Mount Airy,"Winston-Salem, NC",243681.4771346122,37169
66546,Wakarusa,"Topeka, KS",300254.35683628445,20177
68836,Elm Creek,"Kearney, NE",269322.97384910315,31137
50643,Hudson,"Waterloo-Cedar Falls, IA",271110.88752836763,19013
4419,Carmel,"Bangor, ME",310922.9470508309,23019
52046,Farley,"Dubuque, IA",295967.8520957083,19061
54534,Montreal,nan,136209.5023200095,55051
24656,Vansant,nan,79219.40569276526,51027
30663,Rutledge,"Atlanta-Sandy Springs-Alpharetta, GA",432321.980196541,13211
32443,Greenwood,nan,150290.0862183396,12063
8310,Buena,"Atlantic City-Hammonton, NJ",313740.844063633,34001
